Counter,Date/time,Latitude,Longitude,Mag_x,Mag_y,Mag_z,Label1,Label2
213,2022-04-21 06:35:11.880324,19.897437709150054,113.79222240768023,-19.8345890045166,-17.19122314453125,18.86193084716797,light,other
214,2022-04-21 06:35:28.039748,19.10668328932795,114.45302044545423,-20.071910858154297,-17.310575485229492,17.65460968017578,light,other
215,2022-04-21 06:35:44.227277,18.31326286492119,115.10672517532309,-20.442279815673828,-17.62736701965332,16.597585678100586,light,other
216,2022-04-21 06:36:00.426275,17.515711660962015,115.75499665409728,-20.82282829284668,-17.919069290161133,15.64574909210205,light,other
217,2022-04-21 06:36:16.604371,16.714996959638054,116.39747921276935,-21.152881622314453,-17.993864059448242,14.598390579223633,light,other
218,2022-04-21 06:36:32.791992,15.913535542917337,117.03270183866567,-21.512487411499023,-18.07303237915039,13.74935531616211,light,other
219,2022-04-21 06:36:48.986016,15.107957641934417,117.66377490202905,-21.836973190307617,-18.15375328063965,12.980544090270996,light,other
220,2022-04-21 06:37:05.171642,14.30085582558177,118.2890823391507,-22.01646614074707,-18.213197708129883,12.214097023010254,light,other
221,2022-04-21 06:37:21.373594,13.491544971869768,118.90958284252915,-22.22226905822754,-18.31249237060547,11.172607421875,light,other
222,2022-04-21 06:37:37.563688,12.679824416683248,119.52583549239932,-22.42076301574707,-18.32006072998047,10.08410358428955,light,other
223,2022-04-21 06:37:53.746029,11.866922332669038,120.13731374222156,-22.674997329711914,-18.53713607788086,9.203404426574707,light,other
224,2022-04-21 06:38:09.968568,11.052767830982216,120.74447797287274,-22.76703453063965,-18.678695678710938,8.369636535644531,light,other
225,2022-04-21 06:38:26.136955,10.235079100517163,121.3494054551904,-23.07324981689453,-18.870641708374023,7.55239725112915,light,other
226,2022-04-21 06:38:42.312209,9.418740719815117,121.94887214744503,-23.20730972290039,-18.96967887878418,6.550841331481934,light,other
227,2022-04-21 06:38:58.468140,8.600786469700449,122.5454525633262,-23.37204360961914,-19.08858871459961,5.6162824630737305,light,other
228,2022-04-21 06:39:14.627142,7.782666503906591,123.1384638747459,-23.621639251708984,-19.16729736328125,4.714958667755127,light,other
229,2022-04-21 06:39:30.772332,6.963365149431236,123.72901290452639,-23.74569320678711,-19.256893157958984,3.8850841522216797,light,other
230,2022-04-21 06:39:46.917794,6.143858137465119,124.3167596190539,-23.965829849243164,-19.396228790283203,3.2198286056518555,light,other
231,2022-04-21 06:40:02.973447,5.323535146805699,124.90250119393706,-24.015073776245117,-19.452478408813477,2.391240358352661,light,other
232,2022-04-21 06:40:19.144480,4.507123691589618,125.48323217651935,-24.121257781982422,-19.76613426208496,1.3899868726730347,light,other
233,2022-04-21 06:40:35.303619,3.68425567025525,126.0666709200068,-24.33380126953125,-19.659343719482422,0.4968011975288391,light,other
234,2022-04-21 06:40:51.442643,2.861731138015966,126.64832533556941,-24.2722225189209,-19.82874298095703,-0.2829784154891968,light,other
235,2022-04-21 06:41:07.626975,2.039651775640973,127.2284726886122,-24.3100528717041,-20.080472946166992,-1.3121707439422607,light,other
236,2022-04-21 06:41:23.775212,1.2151197958728144,127.80949923216727,-24.315900802612305,-20.197734832763672,-2.258117198944092,light,other
237,2022-04-21 06:41:39.934736,0.392057827376446,128.388982435043,-24.427017211914062,-20.29818344116211,-3.2042160034179688,light,other
238,2022-04-21 06:41:56.108500,-0.4313966889266351,128.96857667254596,-24.628028869628906,-20.37694549560547,-4.036675930023193,light,other
239,2022-04-21 06:42:12.278377,-1.2550443988411704,129.54848315203716,-24.62997055053711,-20.56819725036621,-5.076048851013184,light,other
240,2022-04-21 06:42:28.464644,-2.0791847463450104,130.1292555699376,-24.719337463378906,-20.63387107849121,-6.035375595092773,light,other
241,2022-04-21 06:42:44.641809,-2.9033900722098593,130.71093728737037,-24.66065216064453,-20.753204345703125,-6.9206862449646,light,other
242,2022-04-21 06:43:00.798533,-3.7267113036155877,131.29320301058905,-24.598058700561523,-20.833866119384766,-7.680008411407471,light,other
243,2022-04-21 06:43:16.976227,-4.548462152095901,131.87590932748714,-24.607202529907227,-20.86469841003418,-8.80859661102295,light,other
244,2022-04-21 06:43:33.144267,-5.370628676131134,132.46081221032816,-24.467493057250977,-20.990949630737305,-9.651607513427734,light,other
245,2022-04-21 06:43:49.321766,-6.191553359864864,133.04708431951892,-24.379846572875977,-21.000099182128906,-10.172565460205078,light,other
246,2022-04-21 06:44:05.509407,-7.012082198071444,133.6356828674579,-24.306486129760742,-21.105865478515625,-11.059300422668457,light,other
247,2022-04-21 06:44:21.703309,-7.832145690493136,134.22691969309193,-24.024097442626953,-21.350008010864258,-11.988690376281738,light,other
248,2022-04-21 06:44:37.904070,-8.651402433723485,134.82091437287667,-24.06926727294922,-21.398008346557617,-12.869378089904785,light,other
249,2022-04-21 06:44:54.121856,-9.469795517362705,135.417995720746,-23.97730255126953,-21.4312801361084,-13.663174629211426,light,other
250,2022-04-21 06:45:10.338381,-10.287703560926664,136.01882004546377,-23.839487075805664,-21.264989852905273,-14.642932891845703,light,other
251,2022-04-21 06:45:26.535715,-11.104082039478817,136.62300347547526,-23.852001190185547,-21.320556640625,-15.44964599609375,light,other
252,2022-04-21 06:45:42.722582,-11.91790487527329,137.23016069393196,-23.737396240234375,-21.412376403808594,-16.56939697265625,light,other
253,2022-04-21 06:45:58.918071,-12.729488895338708,137.84090271081803,-23.682518005371094,-21.509613037109375,-17.354806900024414,light,other
254,2022-04-21 06:46:15.131150,-13.539663197685806,138.45624743895956,-23.497657775878906,-21.662269592285156,-17.960548400878906,light,other
255,2022-04-21 06:46:31.358776,-14.348753960419936,139.0768597306182,-23.420713424682617,-21.72896957397461,-18.50877571105957,light,other
256,2022-04-21 06:46:47.587375,-15.156464764359919,139.7029429142931,-23.39052391052246,-21.79151153564453,-19.391019821166992,light,other
257,2022-04-21 06:47:03.775662,-15.961966432747571,140.33428507343743,-23.28844451904297,-21.766393661499023,-20.062807083129883,light,other
258,2022-04-21 06:47:19.994170,-16.763099112365417,140.9695968210091,-23.138668060302734,-21.68989372253418,-20.920879364013672,light,other
259,2022-04-21 06:47:36.184144,-17.5631911180681,141.61194982841113,-22.953210830688477,-21.68451690673828,-21.568044662475586,light,other
260,2022-04-21 06:47:52.395159,-18.359219422987216,142.2593667444169,-22.687742233276367,-21.667062759399414,-22.077486038208008,light,other
261,2022-04-21 06:48:08.617578,-19.153214666768182,142.9139494194357,-22.533668518066406,-21.658462524414062,-22.79608726501465,light,other
262,2022-04-21 06:48:24.817034,-19.945293675090895,143.57629781783592,-22.344148635864258,-21.53618812561035,-23.50914764404297,light,other
263,2022-04-21 06:48:41.002107,-20.732865770602544,144.24472422430185,-22.00949478149414,-21.488561630249023,-24.121416091918945,light,other
264,2022-04-21 06:48:57.245319,-21.516462225135612,144.92013675975204,-21.682889938354492,-21.63054084777832,-24.985668182373047,light,other
265,2022-04-21 06:49:13.429609,-22.299403996116112,145.60595266874364,-21.419340133666992,-21.818763732910156,-25.824718475341797,light,other
266,2022-04-21 06:49:29.640607,-23.075859958989728,146.29758774736231,-21.07320785522461,-21.843061447143555,-26.547428131103516,light,other
267,2022-04-21 06:49:45.874443,-23.849797212672538,146.99908152117598,-20.768423080444336,-21.722312927246094,-26.946807861328125,light,other
268,2022-04-21 06:50:02.069763,-24.62066299875567,147.71054290092457,-20.547693252563477,-21.741785049438477,-27.582496643066406,light,other
269,2022-04-21 06:50:18.281252,-25.385832038622695,148.4301074565774,-20.187334060668945,-21.840822219848633,-27.90913963317871,light,other
270,2022-04-21 06:50:34.460103,-26.14721415105902,149.16013784569168,-19.969226837158203,-21.882083892822266,-28.518409729003906,light,other
271,2022-04-21 06:50:50.659921,-26.902499728203097,149.89900018072814,-19.578224182128906,-21.825767517089844,-29.131187438964844,light,other
272,2022-04-21 06:51:06.849462,-27.653977002588537,150.64954317639487,-19.374652862548828,-21.692197799682617,-29.724853515625,light,sea
273,2022-04-21 06:51:23.093368,-28.40016798122687,151.41095746176254,-19.079992294311523,-21.704648971557617,-30.45669174194336,light,sea
274,2022-04-21 06:51:39.293055,-29.143232645761582,152.1861768206699,-18.70181655883789,-21.65977668762207,-30.85451316833496,light,other
275,2022-04-21 06:51:55.489458,-29.878993641688286,152.97154189985176,-18.329978942871094,-21.600706100463867,-31.74833106994629,light,other
276,2022-04-21 06:52:11.712000,-30.608909763085933,153.76924866153902,-17.946481704711914,-21.762954711914062,-32.411216735839844,light,other
277,2022-04-21 06:52:27.913983,-31.334038271055594,154.58122721798637,-17.67017936706543,-21.766536712646484,-32.73053741455078,light,other
278,2022-04-21 06:52:44.122720,-32.05179112526048,155.40533707003155,-17.291820526123047,-21.48250389099121,-32.93124008178711,light,other
279,2022-04-21 06:53:00.325849,-32.76384064042384,156.24426520894016,-16.91071128845215,-21.370729446411133,-33.489192962646484,light,other
280,2022-04-21 06:53:16.543142,-33.46864846529745,157.09701990070656,-16.640398025512695,-21.385696411132812,-33.753902435302734,light,other
281,2022-04-21 06:53:32.756307,-34.16700924061914,157.96540338795685,-16.215150833129883,-21.41827964782715,-34.11774444580078,light,other
282,2022-04-21 06:53:48.938562,-34.857847107508256,158.8489611262728,-15.913963317871094,-21.384695053100586,-34.48591232299805,light,other
283,2022-04-21 06:54:05.145827,-35.539731965806034,159.74667003318413,-15.66305923461914,-21.33139991760254,-34.809627532958984,light,other
284,2022-04-21 06:54:21.342903,-36.21470097409183,160.66211264107696,-15.241562843322754,-21.158065795898438,-35.29582595825195,light,other
285,2022-04-21 06:54:37.510541,-36.88094175298257,161.59381027823852,-14.862024307250977,-21.188451766967773,-35.837223052978516,light,other
286,2022-04-21 06:54:53.694434,-37.5373677579783,162.5411076590657,-14.420412063598633,-21.183353424072266,-36.24279022216797,light,other
287,2022-04-21 06:55:09.873823,-38.185482713296594,163.5071367206174,-14.093475341796875,-20.997161865234375,-36.782310485839844,light,other
288,2022-04-21 06:55:26.032760,-38.82407985707721,164.49115938937686,-13.618901252746582,-21.014066696166992,-37.2447624206543,light,other
289,2022-04-21 06:55:42.165446,-39.45217153261386,165.49263184078302,-13.221553802490234,-20.903974533081055,-37.45521545410156,light,other
290,2022-04-21 06:55:58.335196,-40.06920471376825,166.51160411071012,-12.854073524475098,-20.691009521484375,-37.36671829223633,light,other
291,2022-04-21 06:56:14.514690,-40.67717123310628,167.55251305150304,-12.594039916992188,-20.627586364746094,-37.70654296875,light,other
292,2022-04-21 06:56:30.682151,-41.274587887642035,168.61412442327972,-12.384289741516113,-20.45374298095703,-37.862159729003906,light,other
293,2022-04-21 06:56:46.836417,-41.86024447867306,169.69545206411118,-12.109047889709473,-20.33220672607422,-38.1358642578125,light,other
294,2022-04-21 06:57:03.008056,-42.43367347202981,170.79673487242758,-11.633338928222656,-20.211576461791992,-38.19771194458008,light,other
295,2022-04-21 06:57:19.173445,-42.99551182573751,171.92043970474364,-11.27003288269043,-20.06462860107422,-38.459712982177734,light,other
296,2022-04-21 06:57:35.369478,-43.544466199380395,173.065280744422,-10.964642524719238,-19.899911880493164,-38.744022369384766,light,other
297,2022-04-21 06:57:51.541378,-44.081295668097525,174.23423458014025,-10.530255317687988,-19.88165283203125,-38.89838790893555,light,other
298,2022-04-21 06:58:07.739039,-44.60368322985335,175.42359337283244,-10.164769172668457,-19.75082778930664,-38.94636535644531,light,other
299,2022-04-21 06:58:23.918572,-45.11275351591558,176.63725789726254,-9.852315902709961,-19.59233856201172,-39.24049758911133,light,other
300,2022-04-21 06:58:40.060770,-45.606355105366134,177.87144487087014,-9.410526275634766,-19.456390380859375,-39.305416107177734,light,other
301,2022-04-21 06:58:56.213749,-46.08425411151035,179.1266791895784,-9.12392807006836,-19.438629150390625,-39.35115051269531,light,other
302,2022-04-21 06:59:12.387672,-46.54662237670374,-179.59530919329248,-8.597061157226562,-19.37628173828125,-39.29231643676758,light,other
303,2022-04-21 06:59:28.528864,-46.99344445535953,-178.2930230341152,-8.149933815002441,-19.279207229614258,-39.54441833496094,light,other
304,2022-04-21 06:59:44.660434,-47.422740420558874,-176.97090154153543,-7.77126407623291,-19.19624900817871,-39.48640060424805,dark,other
305,2022-04-21 07:00:00.759840,-47.83466975181475,-175.62732936280486,-7.400568008422852,-18.875255584716797,-39.71576690673828,dark,other
306,2022-04-21 07:00:16.865616,-48.22821010956759,-174.26453035893383,-6.941622734069824,-18.701160430908203,-39.71190643310547,dark,other
307,2022-04-21 07:00:32.977443,-48.60383992984816,-172.87962820061375,-6.711465835571289,-18.61836051940918,-39.96141052246094,dark,other
308,2022-04-21 07:00:49.079575,-48.96101382682091,-171.47311352056707,-6.276107311248779,-18.38302230834961,-39.86552047729492,dark,other
309,2022-04-21 07:01:05.189688,-49.298904994245895,-170.04685719866146,-6.003243923187256,-18.174224853515625,-39.70716857910156,dark,other
310,2022-04-21 07:01:21.281441,-49.61739662058705,-168.5999499504778,-5.653326511383057,-17.946922302246094,-39.408935546875,dark,other
311,2022-04-21 07:01:37.399508,-49.91530090761143,-167.13660642098154,-5.261375904083252,-17.74907875061035,-39.524356842041016,dark,other
312,2022-04-21 07:01:53.520701,-50.193597408594265,-165.6504011770096,-4.791050910949707,-17.672529220581055,-39.15348434448242,dark,other
313,2022-04-21 07:02:09.604002,-50.45061552221935,-164.14849642470986,-4.3570661544799805,-17.562152862548828,-39.2695198059082,dark,other
314,2022-04-21 07:02:25.733252,-50.68603359649832,-162.63185637624784,-3.8449654579162598,-17.457921981811523,-39.1701545715332,dark,other
315,2022-04-21 07:02:41.830675,-50.90019459969783,-161.0966329158922,-3.464670181274414,-17.283700942993164,-38.988609313964844,dark,other
316,2022-04-21 07:02:57.968192,-51.091828136697565,-159.5505189965844,-3.097105026245117,-17.124889373779297,-38.62937927246094,dark,other
317,2022-04-21 07:03:14.088145,-51.26144320152946,-157.98791554656944,-2.7587287425994873,-17.050758361816406,-38.4432373046875,dark,other
318,2022-04-21 07:03:30.201809,-51.408087527876575,-156.4157965425783,-2.337751865386963,-17.201265335083008,-38.41259002685547,dark,other
319,2022-04-21 07:03:46.318008,-51.53164684832556,-154.83463394443498,-1.9457818269729614,-17.016963958740234,-38.16517639160156,dark,other
320,2022-04-21 07:04:02.434785,-51.631974377284116,-153.24510481982554,-1.5792630910873413,-16.847700119018555,-38.14259719848633,dark,other
321,2022-04-21 07:04:18.551543,-51.70886564790956,-151.64902399642875,-1.3632335662841797,-16.807849884033203,-38.332054138183594,dark,other
322,2022-04-21 07:04:34.664869,-51.7621708817061,-150.04817435370967,-1.0123730897903442,-16.666887283325195,-38.03251647949219,dark,other
323,2022-04-21 07:04:50.761932,-51.791791603353786,-148.4441735095813,-0.666172444820404,-16.6016902923584,-37.87240219116211,dark,other
324,2022-04-21 07:05:06.868645,-51.79767724756229,-146.84130345182075,-0.24830178916454315,-16.617259979248047,-37.88923263549805,dark,other
325,2022-04-21 07:05:22.976203,-51.779853931609416,-145.2374730851788,0.22974644601345062,-16.436065673828125,-37.63091278076172,dark,other
326,2022-04-21 07:05:39.098467,-51.7383352061603,-143.63569369451557,0.5687373876571655,-16.266977310180664,-37.38312911987305,dark,other
327,2022-04-21 07:05:55.197908,-51.673129161634336,-142.03637295217015,0.7807474732398987,-15.931184768676758,-37.1156005859375,dark,other
328,2022-04-21 07:06:11.334771,-51.58452522569787,-140.4449053836644,1.1824311017990112,-15.93051528930664,-37.06174087524414,dark,other
329,2022-04-21 07:06:27.446252,-51.47232242433141,-138.85699768931363,1.5235846042633057,-15.708321571350098,-36.40000534057617,dark,other
330,2022-04-21 07:06:43.576226,-51.337137596425436,-137.2804740264105,1.9287102222442627,-15.662079811096191,-36.1818733215332,dark,other
331,2022-04-21 07:06:59.671272,-51.17885870517945,-135.71255042102499,2.2077248096466064,-15.358357429504395,-35.898780822753906,dark,other
332,2022-04-21 07:07:15.759346,-50.99832632142946,-134.1598862455637,2.518479585647583,-15.192354202270508,-35.57129669189453,dark,other
333,2022-04-21 07:07:31.855887,-50.79562753938339,-132.62110880579857,2.826446056365967,-15.088890075683594,-35.07743835449219,dark,other
334,2022-04-21 07:07:47.995151,-50.57091460656754,-131.09606456092908,3.155186176300049,-14.901908874511719,-34.56929397583008,dark,other
335,2022-04-21 07:08:04.099032,-50.323981038963396,-129.58277261920915,3.5232887268066406,-14.691034317016602,-34.221038818359375,dark,other
336,2022-04-21 07:08:20.225827,-50.05640575469216,-128.08964574787677,3.865217447280884,-14.501388549804688,-33.923095703125,dark,other
337,2022-04-21 07:08:36.326336,-49.76778848684077,-126.6128390976689,4.090831279754639,-14.353978157043457,-33.69560623168945,dark,other
338,2022-04-21 07:08:52.405104,-49.45925672216686,-125.15668762606563,4.390183448791504,-14.103547096252441,-33.31344223022461,dark,other
339,2022-04-21 07:09:08.518795,-49.131222226254245,-123.7213632328962,4.739640235900879,-13.828692436218262,-32.96022415161133,dark,other
340,2022-04-21 07:09:24.618577,-48.78326902174941,-122.30377459705188,4.806388854980469,-13.639071464538574,-32.59968948364258,dark,other
341,2022-04-21 07:09:40.741008,-48.416768501384965,-120.9082306987246,5.035171031951904,-13.462152481079102,-32.178367614746094,dark,other
342,2022-04-21 07:09:56.841400,-48.031371754846546,-119.53206460700292,5.597964286804199,-13.339329719543457,-31.92860221862793,dark,other
343,2022-04-21 07:10:12.944115,-47.62895065185194,-118.18046212395281,5.950071811676025,-13.152406692504883,-32.29195785522461,dark,other
344,2022-04-21 07:10:29.060494,-47.20856853845892,-116.84880091785153,6.178548812866211,-13.03697681427002,-31.745023727416992,dark,other
345,2022-04-21 07:10:45.184419,-46.77128568927706,-115.53922805646833,6.345235347747803,-12.750136375427246,-31.446569442749023,dark,other
346,2022-04-21 07:11:01.299400,-46.31756658556338,-114.25177566889035,6.531905174255371,-12.720009803771973,-30.752458572387695,dark,other
347,2022-04-21 07:11:17.426749,-45.848077953098354,-112.9869588479047,7.005531311035156,-12.461557388305664,-30.0679931640625,dark,other
348,2022-04-21 07:11:33.516470,-45.36300681464127,-111.74394674335053,7.3653645515441895,-12.339138984680176,-29.400541305541992,dark,other
349,2022-04-21 07:11:49.599868,-44.86431219221985,-110.52623460914921,7.551491737365723,-12.042318344116211,-28.92437171936035,dark,other
350,2022-04-21 07:12:05.709092,-44.35155892512165,-109.33118247814883,7.64199686050415,-11.821722030639648,-28.397720336914062,dark,other
351,2022-04-21 07:12:21.817204,-43.824197477753074,-108.15629066335967,7.893049240112305,-11.544999122619629,-27.91219139099121,dark,other
352,2022-04-21 07:12:37.950580,-43.28355129267453,-107.00332831492808,8.065852165222168,-11.278022766113281,-27.48219108581543,dark,other
353,2022-04-21 07:12:54.067720,-42.72917753633735,-105.87018300377231,8.110828399658203,-11.361661911010742,-26.841676712036133,dark,other
354,2022-04-21 07:13:10.160543,-42.16295392052956,-104.759476914101,8.23049545288086,-11.182534217834473,-26.240177154541016,dark,other
355,2022-04-21 07:13:26.241199,-41.585662462945585,-103.67134496179223,8.261629104614258,-11.214093208312988,-25.584230422973633,dark,other
356,2022-04-21 07:13:42.354621,-40.997769513613605,-102.60527692350456,8.37592887878418,-11.001910209655762,-25.100379943847656,dark,other
357,2022-04-21 07:13:58.478183,-40.39676622720618,-101.55567297900356,8.594470024108887,-10.989616394042969,-24.486970901489258,dark,other
358,2022-04-21 07:14:14.560235,-39.78512322250597,-100.52590071304324,8.646806716918945,-10.802139282226562,-24.05177116394043,dark,other
359,2022-04-21 07:14:30.642070,-39.164831092377405,-99.51804629401283,8.62534236907959,-10.687646865844727,-23.420379638671875,dark,other
360,2022-04-21 07:14:46.755514,-38.53470804520151,-98.5289659152397,8.766719818115234,-10.536224365234375,-22.96820068359375,dark,other
361,2022-04-21 07:15:02.837935,-37.894135894208866,-97.5567114675399,8.920302391052246,-10.528226852416992,-22.471031188964844,dark,other
362,2022-04-21 07:15:18.930251,-37.245159550296144,-96.60338164682906,9.103201866149902,-10.390286445617676,-21.751401901245117,dark,other
363,2022-04-21 07:15:35.046263,-36.58731500907518,-95.66725426439884,9.333337783813477,-10.40914249420166,-21.208322525024414,dark,other
364,2022-04-21 07:15:51.170212,-35.920072778819225,-94.74667853740821,9.398584365844727,-10.370033264160156,-20.953758239746094,dark,other
365,2022-04-21 07:16:07.285572,-35.24439896943101,-93.84212618935081,9.471816062927246,-10.331175804138184,-20.6309757232666,dark,other
366,2022-04-21 07:16:23.411581,-34.56130934935853,-92.95403780268308,9.595088005065918,-10.132923126220703,-20.404338836669922,dark,other
367,2022-04-21 07:16:39.531182,-33.870302823601875,-92.08087573815972,9.607939720153809,-9.971400260925293,-19.965986251831055,dark,other
368,2022-04-21 07:16:55.643237,-33.17239689973055,-91.22307211643701,9.65953254699707,-9.799988746643066,-19.392681121826172,dark,other
369,2022-04-21 07:17:11.755046,-32.46794357633878,-90.38019282190868,9.561609268188477,-9.648881912231445,-18.982282638549805,dark,other
370,2022-04-21 07:17:27.886565,-31.756909989277933,-89.55137214456502,9.803364753723145,-9.712475776672363,-18.401357650756836,dark,other
371,2022-04-21 07:17:43.973016,-31.038670940714955,-88.73513432471368,9.791008949279785,-9.667285919189453,-17.83428955078125,dark,other
372,2022-04-21 07:18:00.065067,-30.31638483966059,-87.93426102189495,9.87610912322998,-9.963932991027832,-17.43931770324707,dark,other
373,2022-04-21 07:18:16.178179,-29.5880486254043,-87.14572427760457,9.916604042053223,-9.99488353729248,-16.756473541259766,dark,other
374,2022-04-21 07:18:32.297782,-28.853190992752154,-86.36834821183854,10.081700325012207,-9.991004943847656,-16.223220825195312,dark,other
375,2022-04-21 07:18:48.417662,-28.112696378649243,-85.60242292862306,10.086650848388672,-9.842996597290039,-15.612177848815918,dark,other
376,2022-04-21 07:19:04.511750,-27.367432114087507,-84.84817349075556,10.010528564453125,-9.726709365844727,-15.080047607421875,dark,other
377,2022-04-21 07:19:20.630647,-26.617759167059045,-84.10528886583636,10.073596000671387,-9.868008613586426,-14.440496444702148,dark,other
378,2022-04-21 07:19:36.748984,-25.86260932576768,-83.37209029594804,10.112298965454102,-9.936372756958008,-14.146918296813965,dark,other
379,2022-04-21 07:19:52.866105,-25.10300133981288,-82.64897868818204,10.146849632263184,-9.750157356262207,-13.671567916870117,dark,other
380,2022-04-21 07:20:08.969092,-24.339172266032882,-81.935584078337,10.198735237121582,-9.704485893249512,-13.225944519042969,dark,other
381,2022-04-21 07:20:25.075063,-23.571930451724008,-81.23206695732382,10.14401912689209,-9.851484298706055,-12.876041412353516,dark,other
382,2022-04-21 07:20:41.166025,-22.8006440452682,-80.53727659167023,10.034807205200195,-9.929020881652832,-12.365330696105957,dark,other
383,2022-04-21 07:20:57.270421,-22.026357382829378,-79.8515991135848,10.043540000915527,-9.992419242858887,-11.891979217529297,dark,other
384,2022-04-21 07:21:13.392586,-21.247876587175213,-79.17344952126669,10.062662124633789,-10.093374252319336,-11.538736343383789,dark,other
385,2022-04-21 07:21:29.513073,-20.465289270936264,-78.50242108206756,10.160080909729004,-10.243383407592773,-11.303690910339355,dark,other
386,2022-04-21 07:21:45.629470,-19.679307882288022,-77.83864343062767,10.195520401000977,-10.188915252685547,-10.965804100036621,dark,other
387,2022-04-21 07:22:01.754094,-18.890591515100933,-77.18218393212408,10.05034065246582,-10.245668411254883,-10.516327857971191,dark,other
388,2022-04-21 07:22:17.866782,-18.098557394789268,-76.53208493238685,10.124978065490723,-10.434155464172363,-9.938278198242188,dark,other
389,2022-04-21 07:22:33.987434,-17.304692717379314,-75.88909692316545,10.21105670928955,-10.574150085449219,-9.448586463928223,dark,other
390,2022-04-21 07:22:50.080528,-16.5071648658949,-75.25128671129136,10.349319458007812,-10.87372875213623,-9.025809288024902,dark,other
391,2022-04-21 07:23:06.192328,-15.708903681066658,-74.62054823519257,10.299920082092285,-10.929959297180176,-8.77811050415039,dark,other
392,2022-04-21 07:23:22.311483,-14.90733129174978,-73.99440456808318,10.328550338745117,-10.928751945495605,-8.627689361572266,dark,other
393,2022-04-21 07:23:38.429749,-14.103238749178258,-73.37307096791967,10.290546417236328,-11.043461799621582,-8.374592781066895,dark,other
394,2022-04-21 07:23:54.546712,-13.29713536810869,-72.75653265799757,10.361343383789062,-11.129975318908691,-8.05040454864502,dark,other
395,2022-04-21 07:24:10.644590,-12.489166996078438,-72.14449624742385,10.353950500488281,-11.208486557006836,-7.561338424682617,dark,other
396,2022-04-21 07:24:26.770621,-11.680612270275851,-71.53752149100872,10.465953826904297,-11.279601097106934,-7.381303310394287,dark,other
397,2022-04-21 07:24:42.878644,-10.86850261455685,-70.93299780996819,10.446139335632324,-11.625109672546387,-7.064953804016113,dark,other
398,2022-04-21 07:24:59.005131,-10.055967604060983,-70.33288009310154,10.444894790649414,-11.675342559814453,-6.482476711273193,dark,other
399,2022-04-21 07:25:15.093310,-9.241089734419031,-69.73537380875815,10.485764503479004,-11.874463081359863,-5.965895175933838,dark,other
400,2022-04-21 07:25:31.178299,-8.42685624239551,-69.14229164894317,10.445904731750488,-11.922805786132812,-5.585312366485596,dark,other
401,2022-04-21 07:25:47.270395,-7.611594143905949,-68.55203602456291,10.44192123413086,-12.01801872253418,-4.841309547424316,dark,other
402,2022-04-21 07:26:03.349918,-6.794911866373831,-67.96396564671284,10.424799919128418,-12.156285285949707,-4.585468769073486,dark,other
403,2022-04-21 07:26:19.459617,-5.977659731335185,-67.37833783094183,10.50692367553711,-12.260991096496582,-4.237432479858398,dark,other
404,2022-04-21 07:26:35.562603,-5.158535361990312,-66.7938707991044,10.45814323425293,-12.45059585571289,-3.944967746734619,dark,other
405,2022-04-21 07:26:51.673570,-4.338915224452884,-66.21120148092088,10.655506134033203,-12.65589714050293,-3.5933897495269775,dark,other
406,2022-04-21 07:27:07.778715,-3.517997445237907,-65.62941482326812,10.807848930358887,-12.820273399353027,-3.084970712661743,dark,other
407,2022-04-21 07:27:23.876017,-2.6970037747385893,-65.04903313464065,10.932068824768066,-12.84089183807373,-2.8570163249969482,dark,other
408,2022-04-21 07:27:39.998059,-1.8760180111476172,-64.46977123184844,10.943120002746582,-12.94614315032959,-2.5980734825134277,dark,other
409,2022-04-21 07:27:56.113987,-1.0534785692116382,-63.890187462671214,11.144699096679688,-13.237160682678223,-2.3225667476654053,dark,other
410,2022-04-21 07:28:12.235583,-0.23108859941731824,-63.311142424725794,11.137930870056152,-13.389248847961426,-1.9028483629226685,dark,other
411,2022-04-21 07:28:28.359783,0.591675021591334,-62.73192713577434,11.87607479095459,-13.558391571044922,-1.4822512865066528,dark,other
412,2022-04-21 07:28:44.477430,1.414518316168147,-62.152407871048766,11.767292022705078,-13.711142539978027,-0.8967205286026001,dark,other
413,2022-04-21 07:29:00.583927,2.2368628947834335,-61.57265110104206,11.502802848815918,-13.793042182922363,-0.3326112926006317,dark,other
414,2022-04-21 07:29:16.690634,3.0583966396958533,-60.992536515483266,11.434484481811523,-13.822113037109375,-0.01858058199286461,dark,other
415,2022-04-21 07:29:32.810852,3.8795621292715237,-60.41141014157833,11.436171531677246,-13.953252792358398,0.3789852559566498,dark,other
416,2022-04-21 07:29:48.928024,4.700928952339873,-59.82852271735894,11.456899642944336,-14.184344291687012,0.9538896083831787,dark,other
417,2022-04-21 07:30:05.019516,5.521542136067085,-59.24420350088585,11.405184745788574,-14.400389671325684,1.1590031385421753,dark,other
418,2022-04-21 07:30:21.125129,6.339703068751376,-58.65932062100638,11.384413719177246,-14.546497344970703,1.3209502696990967,dark,other
419,2022-04-21 07:30:37.190827,7.158365084685862,-58.071412898400126,11.464764595031738,-14.516373634338379,1.7781130075454712,dark,other
420,2022-04-21 07:30:53.296680,7.9741237462327526,-57.482574420103475,12.167557716369629,-14.595504760742188,2.049074649810791,dark,other
421,2022-04-21 07:31:09.421744,8.790350138545131,-56.8900157005934,12.07186508178711,-14.628458976745605,2.5023739337921143,dark,other
